"age1","age2","age3","age4","age5","age6","age7","age8","age9","age10"
"1995",0.0728693494051698,0.181463743618211,0.280543201934869,0.334307224243651,0.39603105044961,0.449573294849123,0.524550863147402,0.607008669286103,0.729205177178395,0.902194533150739
"1996",0.0548011062810313,0.139482687885717,0.264972607060983,0.338074134698108,0.410843479886651,0.4765346618238,0.491303872487907,0.579915793377509,0.708895367116819,0.844396857128564
"1997",0.0431315214796054,0.129671943712144,0.206601660117395,0.358965133229182,0.450560350465042,0.517608596965748,0.598160523539992,0.611056189884967,0.6775184702783,0.916740637634497
"1998",0.0491882499979296,0.093632578531919,0.204262662616946,0.294967105019804,0.484290106038684,0.594337455466967,0.622974991750721,0.683993079410349,0.688913892931286,0.899650611248766
"1999",0.0558010686004009,0.102142567213818,0.197134843617686,0.259078432278734,0.445940568116892,0.536877762362703,0.621206753785788,0.672480962034773,0.741503934677639,0.801638498007975
"2000",0.0649841858636083,0.122585828968993,0.205277906000601,0.267184773832424,0.401025595519593,0.469879473652126,0.611978782909401,0.592817688840417,0.729327073723979,0.86172692278117
"2001",0.0914611322017038,0.135140206612819,0.193654599052307,0.227298623298502,0.298546061541089,0.469841546505498,0.580123995226383,0.700604035022835,0.787163096675687,0.792664411120532
"2002",0.0586901412665148,0.130217151982231,0.21888225481143,0.283771739266555,0.332798290900888,0.431328273900773,0.487882076834007,0.677244680544996,0.745189953082927,0.88125216757367
"2003",0.0696183621839489,0.124167630971325,0.224444319923795,0.280163237285655,0.341226547211372,0.400024013795121,0.412311349072944,0.64033031603696,0.750455741679273,0.837241379164722
"2004",0.0573604172223213,0.1238871347352,0.21935637741588,0.300011643548977,0.379188073829902,0.425952589566605,0.502312896732057,0.551459054330741,0.789244805211426,0.860879801786485
"2005",0.0692221353365189,0.116425882492278,0.210044671127227,0.296995814834141,0.349227863639423,0.340212317806638,0.456296340011307,0.544458572620033,0.60334595063607,0.88778334628018
"2006",0.0623129552828815,0.139194093312252,0.210274517189567,0.294856963366855,0.385415059814862,0.396499229713722,0.439897411809837,0.464997837337547,0.532624025321885,0.755079692283971
"2007",0.0603473314306797,0.111511580661783,0.221104574862438,0.314373574408315,0.361766161051717,0.377003452751175,0.514525407901446,0.347238140992884,0.590288865170814,0.618716551944257
"2008",0.058529518824416,0.122204344021702,0.240194839056407,0.32058268179137,0.387632245303654,0.434290112517169,0.357385951203083,0.46099812868972,0.640373090196948,0.63675414897224
